Désignation;Référence; PU.HT ;;;;;
COFFRET ELECTRIQUE ;POLYSTERE 400X300X200; 300,00   ;;;;;
CONTACTEUR ;LC1 D 32 380V; 666,67   ;;;;;
RELAIS THERMIQUE;LRD 12 A 18A; 266,67   ;;;;;
RELAIS THERMIQUE;LRD 9 A 13A; 266,67   ;;;;;
DISJONCTEUR;4P 50A 380V; 233,33   ;;;;;
CONNECTEUR ;70MM; 25,00   ;;;;;
RESIGNEUSE;M11; 100,00   ;;;;;
ELECTRODE DE NIVEAU;; 31,67   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X4MM2; 22,08   ;;;;;
VOLTMETE;; 80,00   ;;;;;
COMMUTATEUR DE VOLTAGE;; 133,33   ;;;;;
FREQUENCEMETRE;; 100,00   ;;;;;
AMPERMETRE ;250/S; 75,00   ;;;;;
COMPTEUR HORAIRE;; 62,50   ;;;;;
TRANSFORMATEUR;220/24VDC; 375,00   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=1MT FF; 178,38   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3,50MT FF; 602,00   ;;;;;
ADAPTEUR;3/4 A GAZ; 29,40   ;;;;;
ADAPTEUR;1/4 A GAZ; 11,00   ;;;;;
COUDE SIMPLE;12-3/8 S; 41,32   ;;;;;
COUDE ORIENTABLE;F 12S; 53,17   ;;;;;
BOUCHON TARUDE PVC;75; 50,00   ;;;;;
OBTURATEUR SIMPLE;R 54 LG=1000 MM; 3 490,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 5 600,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 5 600,00   ;;;;;
CHAUSSURE DE SECURITE;HAUT P41-P42-P43-P45; 240,00   ;;;;;
IMPERMEABLE ;JAUNE VESTE ET PANTALON; 135,00   ;;;;;
TUBE PEHD;25 PN16; 5,85   ;;;;;
MANCHON PEHD REDUIT;63X50; 90,00   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X4MM2; 22,08   ;;;;;
CABLE ELECTRIQUE SOUPLE;3X1,5MM2; 6,67   ;;;;;
ELECTRODE DE NIVEAU;; 31,67   ;;;;;
RESIGNEUSE;M11; 100,00   ;;;;;
PLAQUETTE A SOUDER;A16; 25,00   ;;;;;
CONFECTION REDUCTION;"3""1/2 REG M X 60 CONIQUE M"; 2 000,00   ;;;;;
CONFECTION TIGE;D 60 LG= 500 MM ; 1 000,00   ;;;;;
CONFECTION NIPLE;D 60 CONIQUE; 900,00   ;;;;;
CONFECTION MANCHON DENT;POUR ACCOUPLEMENT; 900,00   ;;;;;
LOCATION PICK-UP;TOYOTA 18914-B-59; 250,00   ;;;;;
COURONNE PLEINE;66 F/N ROD MALE MARQUE ROKPECKER; 8 240,00   ;;;;;
FILTRE A GASOIL;893940792 MV33 ISUZU; 133,50   ;;;;;
FILTRE A HUILE;1876100640 ISUZU; 307,50   ;;;;;
FILTRE A GASOIL CHASSIS;1132401940 ISUZU; 101,25   ;;;;;
FILTRE A AIR;1142151720 ISUZU; 685,50   ;;;;;
FLASHEUR ;066500-3722 25,6V 85/MIN DENOS; 906,25   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
CONFECTION AXE;D 40  LG=820MM EN ACIER 42CDR; 820,00   ;;;;;
CONFECTION GUIDE EN NYLON;D 160 LG=50MM; 300,00   ;;;;;
CONFECTION TURBINE EN FONTE;D 20 MM; 800,00   ;;;;;
CONFECTION PIGNON MOTEUR DE BARBETAIN;; 1 200,00   ;;;;;
JOINT TORIQUE;20X4; 4,00   ;;;;;
JOINT TORIQUE;12X3; 3,00   ;;;;;
RECHARGE CARTE CARBURANT;N°2174297; 4 545,45   ;;;;;
POMPE IMMERGEE;NS-96/C24 3CH SAER 380V; 5 708,33   ;;;;;
TABLEAU DE COMMANDE;3HP TRIPHASE; 1 500,00   ;;;;;
COURONNE PLEINE;66 F/N ROD MALE MARQUE ROKPECKER; 8 240,00   ;;;;;
TUBE PEHD;50 PN16 ; 22,50   ;;;;;
RACCORD PEHD;"50X2"" MALE"; 92,00   ;;;;;
CORDE EN NYLON;D 12MM; 5,00   ;;;;;
RACCORD PEHD;63X50; 90,00   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X4MM2; 22,08   ;;;;;
CABLE ELECTRIQUE SOUPLE;3X1,5MM2; 6,67   ;;;;;
ELECTRODE DE NIVEAU;; 31,67   ;;;;;
RESIGNEUSE;M11; 100,00   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3MT D/C 90°; 545,74   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3MT FF JIC; 531,39   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=0,40MT MF; 114,68   ;;;;;
ADAPTEUR TOURNANT;1/2 BSP FF; 38,07   ;;;;;
ADAPTEUR A GAZ;1/4 MM; 11,01   ;;;;;
ADAPTEUR A GAZ;1/2 MM 90°; 55,70   ;;;;;
COUPLEUR HYDAULIQUE;"1/4"""; 198,00   ;;;;;
JOINT A GAZ;"1/4"""; 5,60   ;;;;;
JOINT A GAZ;"3/8"""; 5,60   ;;;;;
CHARGE EXTINCTEUR ;A POUDE SECHE DE 10KG; 108,33   ;;;;;
JOINT TORIQUE;NBR 81,92X5,33; 9,80   ;;;;;
ARRET D'HUILE;60X75X10; 13,20   ;;;;;
CIRCLIPS;85 INTERIEUR; 11,40   ;;;;;
JOINT CHEVRON;60X80X37; 380,00   ;;;;;
ROULEMENT A BILLE;6013 ZZ C3 ROLLWAY; 150,00   ;;;;;
ROULEMENT A BUTEE;51213 ROLLWAY; 124,00   ;;;;;
GRAISSEUR;DROIT M 10; 10,00   ;;;;;
ROULEMENT A BILLE;6213 2RS C3 ROLLWAY; 244,20   ;;;;;
ROULEMENT A BILLE;6210 2RS C3 Z2V2 GULLMAN; 88,80   ;;;;;
JOINT PISTON HYDRAULIQUE DOUBLE EFFET;DAS 75X55X22,4; 76,20   ;;;;;
JOINT RACLEUR SOUPLE;32X45X10; 70,00   ;;;;;
JOINT RACLEUR SOUPLE;32X40X5/7; 12,00   ;;;;;
JOINT RACLEUR SOUPLE;25X33X5/7; 10,20   ;;;;;
JOINT A LEVRE HYDRAULIQUE;25X38X9; 25,80   ;;;;;
JOINT TORIQUE;119,20X5,7; 14,70   ;;;;;
BILLE;50,8; 225,00   ;;;;;
ARRET D'HUILE;90X110X12; 320,00   ;;;;;
ARRET D'HUILE;110X130X12 A VITON; 216,00   ;;;;;
JOINT PLEI HYDRAULIQUE;45X60X10; 45,00   ;;;;;
JOINT RACLEUR SOUPLE;45X55,6; 13,80   ;;;;;
JOINT TORIQUE;33,5X3,53; 3,50   ;;;;;
JOINT TORIQUE;68,26X3,53; 3,50   ;;;;;
JOINT TORIQUE;74,61X3,53; 3,50   ;;;;;
BATTERIE;12V100A L5; 1 041,67   ;;;;;
COURROIE;1300X9,50; 122,50   ;;;;;
FICHE MALE;3P+T 63A; 358,33   ;;;;;
PRISE APPARENT;3P+T 63A; 400,00   ;;;;;
TUBE FLOURESCENT;58W; 20,83   ;;;;;
STARTER;65W; 3,75   ;;;;;
LAMPE;9W INGELEC; 10,00   ;;;;;
CHEVILLE;M 10+VIS; 0,29   ;;;;;
PROJECTEUR LED;100W; 200,00   ;;;;;
PROJECTEUR SOLAIRE;300W; 683,33   ;;;;;
CONTACTEUR ;LC1 D80 220V; 1 500,00   ;;;;;
RELAIS THERMIQUE;63 A 80A; 958,33   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X4MM2; 22,08   ;;;;;
ACIER ROND;42CD4 55 LG= 500MM; 27,00   ;;;;;
ACIER CREUX;42X26 20MV6 LG= 300MM; 38,00   ;;;;;
ACIER ROND;42CD4 90 LG=15MM; 27,00   ;;;;;
ACIER ROND;42CD4 45 LG=15MM; 27,00   ;;;;;
TIGE CHROME;D 45 LG=800MM; 480,00   ;;;;;
AXE AVEC ROUES;; 6 666,00   ;;;;;
LOCATION CAMION PORTE CHARS;; 1 769,91   ;;;;;
JOINT CHEVRON;70X90X40; 320,00   ;;;;;
RACLEUR METALLIQUE;70X80X7/10; 60,00   ;;;;;
GUIDE;19X3; 310,00   ;;;;;
TAILLANT A BOUTON ;64 T38; 1 100,00   ;;;;;
MANCHON ALESEUR;101T6; 1 675,00   ;;;;;
CONFECTION FLEXIBLE;3/8 LG=0,800 MT FF; 174,73   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=0,8 MT FF; 190,98   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=2 MT D/C 90°; 436,58   ;;;;;
COUDE EGALE;16S; 62,88   ;;;;;
COUDE ORIENTABLE;12S F; 53,17   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 161,00   ;;;;;
CONFECTION AXE DE COLIS;D 35 MM S/M; 350,00   ;;;;;
CONFECTION AXE PISTON;ZBE 100; 300,00   ;;;;;
REDUCTION;"3""1/2 REG F X 73 ATLAS M"; 2 500,00   ;;;;;
CONFECTION REDUCTION;"3""1/2 MALE X 60 CONIQUE M"; 2 000,00   ;;;;;
CONFECTION REDUCTION;76 M X 60 CONIQUE M; 1 400,00   ;;;;;
CONFECTION REDUCTION;76 M X 55 CONIQUE; 1 400,00   ;;;;;
DISQUE A COUPER;230X3,20; 13,00   ;;;;;
TUBE PEHD;32PN16; 9,20   ;;;;;
TUBE GALVANISEE;"1"" TARIF 3 EN 5,80 MT"; 68,50   ;;;;;
RACCORD UNION;"1"" NOIR EE"; 48,94   ;;;;;
MANCHON ;"1"" NOIR EE"; 14,50   ;;;;;
MAMELON;"1"" NOIR EE"; 13,75   ;;;;;
TUBE PEHD;32PN16; 9,20   ;;;;;
COURONNE IMPREGNEE;101T6 A9; 3 980,00   ;;;;;
COURONNE IMPREGNEE;66T2 C6; 2 400,00   ;;;;;
CAISSE A CAROTTE;PVC A 5 RANGERS AVEC COUVERCLE; 195,00   ;;;;;
CLE A GRIFFE;"138-24"" VIRAX"; 500,00   ;;;;;
CLE A GRIFFE;"138-18"" VIRAX"; 250,00   ;;;;;
SCOTCH D'EMBALLAGE;50X100; 13,00   ;;;;;
DISQUE A COUPER;230X3,20; 13,00   ;;;;;
SCOTCH NOIR;GM; 8,50   ;;;;;
SERRE CABLE;M 10; 6,00   ;;;;;
POMPE A GRAISSE;1KG ITALY; 150,00   ;;;;;
REPARATION INJECTEUR;VOLVO (CHANGEMENT VALVE+JOINT); 833,75   ;;;;;
HUILE ;DTE 26 208LT; 8 200,00   ;;;;;
HUILE;ALMO 527 204LT; 12 060,00   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
ACIER CREUX;30X20X1000 MM S355J2H; 35,00   ;;;;;
ACIER CREUX;30X20X400 MM S355J2H; 35,00   ;;;;;
ELECTRODE;E 312-17 D 4MM CASTOLIN; 330,00   ;;;;;
ROULEMENT A BILLE;6206 ZZ ROLLWAY; 38,40   ;;;;;
PAPIER BLANC;A4 NAVIGATOR 80G; 54,17   ;;;;;
CLASSEUR A LEVIER ;SICLA 08CM; 20,83   ;;;;;
POSTIT;75X75 DIFF COULEUR; 7,50   ;;;;;
FICHE PERSONNEL;; 2,50   ;;;;;
TONER;205A BLACK/CF530; 616,67   ;;;;;
TONER;205A BLACK/CF531; 683,33   ;;;;;
TONER;205A BLACK/CF532; 683,33   ;;;;;
TONER;205A BLACK/CF533; 683,33   ;;;;;
TONER;HP 106A; 633,33   ;;;;;
TOMBOUR;HP 126A; 1 032,50   ;;;;;
OXYGENE;; 46,69   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
HUILE;HD 90 20LT; 652,00   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
MANCHETTE EN CAOUATCHOUC;D 90X28 LG=150MM; 470,00   ;;;;;
MANCHETTE EN CAOUATCHOUC;D 60X28 LG=150MM; 390,00   ;;;;;
RACCORD UNION;"2"" NOIR EE"; 140,00   ;;;;;
MAMELON;"2"" NOIR EE"; 46,83   ;;;;;
MANCHON ;"1"" NOIR EE"; 14,50   ;;;;;
RACCORD PEHD ;"32X1"" MALE"; 21,00   ;;;;;
PORTE EXTRACTEUR;66T2 C6; 310,00   ;;;;;
EXTRACTEUR ;66T2 C6; 290,00   ;;;;;
OBTURATEUR SIMPLE;R 54 LG=1000 MM; 4 650,00   ;;;;;
PNEU;205/65R15 HANKOOK; 1 000,00   ;;;;;
CULASSE DISTRIBUTEUR;S/M; 2 500,00   ;;;;;
TREILLE ELECTRIQUE;S/M; 15 000,00   ;;;;;
REPARATION GRUE;; 36 000,00   ;;;;;
ROULEMENT A BILLE;6014 ZZ ROLLWAY; 186,60   ;;;;;
ROULEMENT A BILLE;6307 ZZC3 ROLLWAY; 70,80   ;;;;;
ROULEMENT A BILLE;6308 NR DIV; 180,00   ;;;;;
ROULEMENT A GALET;32028 DIV; 1 900,00   ;;;;;
ARRET D'HUILE;140X170X13 NBR; 46,20   ;;;;;
ARRET D'HUILE;110X140X12 NBR; 37,80   ;;;;;
ARRET D'HUILE;20X32X7 NBR; 6,00   ;;;;;
ROULEMENT A BILLE;7210B ROLLWAY; 145,20   ;;;;;
ARRET D'HUILE;90X110X13 VITON; 472,80   ;;;;;
ARRET D'HUILE;110X130X12 VITON; 216,00   ;;;;;
ROULEMENT A BILLE;6014 2RS W; 110,00   ;;;;;
CAGE A AIGUILLE;K18X24X20; 7,20   ;;;;;
ARRET D'HUILE;45X62X7 A VITON; 210,00   ;;;;;
ARRET D'HUILE;110X130X10 A VITON; 216,00   ;;;;;
ARRET D'HUILE;90X110X13; 472,80   ;;;;;
ROULEMENT A BILLE;7219 ROLLWAY; 1 188,00   ;;;;;
ROULEMENT A BILLE;6019 ZZC3; 390,60   ;;;;;
CONFECTION MORS;103/70/15; 400,00   ;;;;;
CONFECTION MORS;S/M; 300,00   ;;;;;
VANNE A BILLE;"3/4"""; 6,50   ;;;;;
MAMELON;"3/4"" NOIR EE"; 11,90   ;;;;;
MANCHON;"3/4"" NOIR EE"; 14,00   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
VANNE A BILLE;"3/4"" "; 65,00   ;;;;;
MAMELON;"3/4"""; 11,90   ;;;;;
MANCHON;"3/4"""; 14,00   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
LOCATION CAMION PORTE CHARS;MACHINE MAIT HR 180; 38 000,00   ;;;;;
LOCATION CAMION PLATEAU;KELLY MAIT HR 180; 16 000,00   ;;;;;
POMPE D'EPREUVE;12 LT 60 BARS ROTHERBERGE; 3 166,67   ;;;;;
FOURNITURE INDUSTRIELLE;; 5 300,00   ;;;;;
CONFECTION FLEXIBLE;3/4 LG= 7,40 MT FF; 1 159,53   ;;;;;
COUDE ORIENTABLE;20S F; 112,00   ;;;;;
HUILE ;DTE 26 208LT; 8 200,00   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
JOINT CULASSE;6151-121810; 880,00   ;;;;;
DURITE;S/M; 84,00   ;;;;;
FILTRE A GASOIL;1R750; 148,00   ;;;;;
FILTRE A HUILE;LF 670; 384,00   ;;;;;
FILTRE A GASOIL;FS 1212; 228,00   ;;;;;
JOINT A LEVRE HYDRAULIQUE;60X72X10; 43,20   ;;;;;
JOINT RACLEUR SOUPLE;60X68X4; 21,00   ;;;;;
BANDE DE GUIDAGE;12,7X3; 549,00   ;;;;;
JOINT PISTON HYDRAULIQUE DOUBLE EFFET;130X105 DAS; 138,00   ;;;;;
JOINT TORIQUE;123,42X3,53; 9,80   ;;;;;
BAGUE ANTI EXTRUSION;120,24X3; 11,40   ;;;;;
JOINT TORIQUE;24X3; 2,10   ;;;;;
JOINT TORIQUE;18X3; 1,40   ;;;;;
JOINT TORIQUE;8,9X2,7; 3,00   ;;;;;
JOINT A LEVRE HYDRAULIQUE;80X95X10; 49,20   ;;;;;
JOINT RACLEUR;80X88X4; 22,20   ;;;;;
JOINT DE PISTON DOUBLE EFFET HYDRAULIQUE;120X95 DAS; 192,00   ;;;;;
JOINT TORIQUE;120,2X3,53; 7,00   ;;;;;
BAGUE ANTI EXTRUSION;120,24X3; 11,40   ;;;;;
BAGUE DE GUIDAGE;12,7X3; 549,00   ;;;;;
ROULEMENT A BILLE;62208 2RS VBF; 35,00   ;;;;;
JOINT DE PISTON DOUBLE EFFET HYDRAULIQUE;DAS 80X60X22; 85,80   ;;;;;
JOINT PLEIN HYDRAULIQUE;40X50X10; 49,80   ;;;;;
JOINT TORIQUE;69X4; 6,30   ;;;;;
JOINT A LEVRE HYDRAULIQUE;60X72X9; 43,20   ;;;;;
JOINT RACLEUR;60X68X4; 21,00   ;;;;;
JOINT TORIQUE;89,5X3,53; 12,20   ;;;;;
JOINT TORIQUE;58,74X3,53; 4,20   ;;;;;
BAGUE ANTI EXTRUSION;88,49X3; 15,60   ;;;;;
BANDE DE GUIDAGE;9,7X2,50; 144,00   ;;;;;
CONNECTEUR ;TAILLE 22 STD SANS LED; 25,00   ;;;;;
JOINT PISTON HYDRAULIQUE DOUBLE EFFET;DAS 100X85; 130,00   ;;;;;
ROULEMENT A BILLE;6203 2RS; 25,20   ;;;;;
ROULEMENT A BILLE;6201 ZZ C3 ROLLWAY; 15,69   ;;;;;
PEINTURE;GRIS LAAYOUNE MILAFLEX; 70,00   ;;;;;
PEINTURE;VERT BOUSKOURA MILAFLEX; 70,00   ;;;;;
PEINTURE;ROUGE CACA MILAFLEX; 70,00   ;;;;;
PEINTURE;NOIR DIAMANT PROFLEX; 80,00   ;;;;;
DILUANT CELLULOSIQUE;SODECSO; 23,00   ;;;;;
SATOFER;CAT+LOGI; 25,00   ;;;;;
PAPIER COLLANT;19X50 MAESTRO; 10,00   ;;;;;
JOURNAL;; 15,00   ;;;;;
PAPIER TOILE EMRIE;P80; 8,00   ;;;;;
DECAPANT;ATLAS; 40,00   ;;;;;
DEGRIPPANT;400 ML ASMACO; 35,00   ;;;;;
PISTOLET DE PEINTURE;AB17S VOYLET ITALY; 520,00   ;;;;;
PIC ;BKH47 D38-30; 327,00   ;;;;;
PORTE PIC;BHR38 D38-30; 203,36   ;;;;;
FILTRE SEPARATEUR GASOIL;600-411-1151=WF 2073; 224,00   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=7,40 MT FF; 1 159,53   ;;;;;
COUDE ORIENTABLE;20S F; 112,00   ;;;;;
TUBE RODE;110X140X250MM; 2 200,00   ;;;;;
TIGE CHROME;CK 45 D 40X400MM; 415,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 7 735,75   ;;;;;
OBTURATEUR SIMPLE;R 74 LG=1000 MM; 5 577,00   ;;;;;
MANCHON;"1"" NOIR EE"; 20,00   ;;;;;
TIGE CHROME;D 60 LG=1400mm; 1 440,00   ;;;;;
HUILE ;PAROIL S 20L 1630016100; 5 000,00   ;;;;;
TIGE CHROME;D 40 LG=400MM; 415,00   ;;;;;
TUBE RODE;110C140X250MM; 2 200,00   ;;;;;
DURITE D'EAU CHAUD;D 70 100C°; 189,00   ;;;;;
CONFECTION RACCORD;S/M; 450,00   ;;;;;
GRAISSEUR DROIT;10X150; 7,00   ;;;;;
JOINT ;D 16 EN LAITON; 4,90   ;;;;;
ACIER ROND;42CD4 D 100X95MM; 205,20   ;;;;;
ACIER ROND;42CD4 D 65X300MM; 189,00   ;;;;;
ACIER ROND;42CD4 D 120X50MM; 124,20   ;;;;;
ALUMINIUM ROND;D 200X60MM; 632,50   ;;;;;
ACIER ROND;42CD4 D 110X60MM; 124,20   ;;;;;
ACIER ROND;42CD4 D 100X70MM; 102,60   ;;;;;
CONFECTION FLEXIBLE;3/8 LG= 5,50 MT; 296,30   ;;;;;
CONFECTION VIS;S/M; 80,00   ;;;;;
LOCATION PICK-UP;TOYOTA 18914-B-59; 250,00   ;;;;;
GOUJON ;S/M; 60,00   ;;;;;
CONFECTION VIS;S/M; 80,00   ;;;;;
JOINT A GAZ;"3/8"""; 5,60   ;;;;;
BATTERIE;220AH SOLAIRE ACIDE; 1 833,33   ;;;;;
OXYGENE;; 46,69   ;;;;;
COURONNE IMPREGNEE;101T6 A9; 3 980,00   ;;;;;
MANCHON ALESEUR;101T6; 1 675,00   ;;;;;
CONFECTION D'EMMENCHEMENT;D 160 LG= 900MM; 14 000,00   ;;;;;
CONFECTION BRIDE;D 210 LG= 50MM AVEC TREMPE; 1 850,00   ;;;;;
RECHARGE ET ALESAGE DE VERIN HYDRAULIQUE;S/M; 600,00   ;;;;;
CONFECTION AXE;REDUCTEUR DE CHNILLE; 550,00   ;;;;;
COURONNE PLEINE;66 F/N ROD MALE MARQUE ROKPECKER; 8 240,00   ;;;;;
COURONNE PLEINE;66 F/FEMELLE CR 60 CHINE STEEL BODY TYPE; 5 200,00   ;;;;;
REDUCTION ;CR 60 ROD F X 60 N/ROD F; 1 800,00   ;;;;;
BATTERIE;12V175 AH M15; 1 583,33   ;;;;;
MANCHON ALESEUR;66T2; 1 420,00   ;;;;;
GASOIL;; 10,25   ;;;;;
MOTEUR HYDRAULIQUE;51 SERIE 60; 8 000,00   ;;;;;
MOTEUR HYDRAULIQUE;51 SERIE 60; 8 000,00   ;;;;;
TARAUD;HSS D 12; 140,00   ;;;;;
PLAQUETTE A SOUDER;WNM 080408; 40,00   ;;;;;
MOTEUR HYDRAULIQUE;51 SERIE 60; 9 600,00   ;;;;;
MOTEUR HYDRAULIQUE;51 SERIE 60; 9 600,00   ;;;;;
RECHARGE CARTE CARBURANT;N°2474694; 5 454,55   ;;;;;
RECHARGE CARTE CARBURANT;N°1844291; 5 454,55   ;;;;;
RECHARGE CARTE CARBURANT;N°2174297; 5 454,55   ;;;;;
TRAITEMENT PIGNON;; 350,00   ;;;;;
TRAITEMENT BAGUE;; 408,00   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 150,00   ;;;;;
RACCORD PEHD;"32X1"" MALE"; 21,00   ;;;;;
MANCHON PEHD;32X32; 22,50   ;;;;;
TE ;"1"" NOIR EE"; 25,00   ;;;;;
REDUCTION ;CR 60 ROD F X 60 N/ROD F; 1 800,00   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
HUILE;HD 140 20LT; 651,67   ;;;;;
HUILE;15W40 SUPER 1300 204LT; 6 685,00   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
LOCATION CAMION PORTE CHARS;MACHINE SANY SR265; 28 000,00   ;;;;;
LOCATION CAMION PLATEAU;KELLY SANY SR265; 12 000,00   ;;;;;
RADIO PORTABLE ;E/R HYTERA AP515 AVEC ANTENNE+BATTERIE+CHARGEUR; 1 850,00   ;;;;;
TARAUD;HSS 6; 110,00   ;;;;;
TARAUD;HSS 8; 120,00   ;;;;;
TARAUD;HSS 10; 150,00   ;;;;;
TARAUD;HSS 12; 190,00   ;;;;;
PLAQUETTE A SOUDER;WNMG 080408; 40,00   ;;;;;
PLAQUETTE A SOUDER;WNMG 080412;;;;;;
LIME PLATE;250MM; 75,00   ;;;;;
GYROPHARE;LED 24V GM; 316,67   ;;;;;
PROJECTEUR;LED 24 CARRE; 120,00   ;;;;;
CABLE ELECTRIQUE SOUPLE;1,5MM2; 2,50   ;;;;;
COSSE DE BATTERIE;DIESL +/-; 15,00   ;;;;;
CAISSE A CAROTTE;PVC A 5 RANGERS AVEC COUVERCLE; 195,00   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
ROULEMENT A GALET;32020 NTN; 1 000,00   ;;;;;
CONFE TION TUBE;S/M; 148,00   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=1,50 MT D/C 90°; 137,07   ;;;;;
MANOMETRE;63 BARS D 100MM; 110,00   ;;;;;
ADAPTEUR;7/16-20 X 1/8NPT; 49,00   ;;;;;
LOCTION CAMION PORTE CHARS;MACHINE MAIT HR 180; 38 000,00   ;;;;;
LOCATION CAMION PLATEAU;KELLY MAIT HR 180; 16 000,00   ;;;;;
FRAIS D'IMMOBILISATION ;; 5 000,00   ;;;;;
CHAUSSURE DE SECURITE;HAUT P41-P42-P43-P45; 240,00   ;;;;;
COMBINAISON DE TRAVAIL;VESTE ET PANTALLON BONNE QUALITE; 170,00   ;;;;;
CASQUE DE PROTECTION;BLANC; 23,00   ;;;;;
GANT EN NYLON;ENDUIT LATEX; 11,00   ;;;;;
LUNETTE DE PROTECTION;PANAVISION; 18,00   ;;;;;
MASQUE ANTI-POUSSIERE SOUPAPE;FFP2; 6,50   ;;;;;
DISQUE A COUPER;230X3,20; 13,00   ;;;;;
ELECTRODE ;S 2000 3,15; 110,00   ;;;;;
SCOTCH D'EMBALLAGE;50X100; 13,00   ;;;;;
TIGE;CR 60 CONIQUE LG=3000 MM; 1 625,00   ;;;;;
MARTEAU FOND DE TROU;"3"" DHD 3,5 MINCON"; 21 800,00   ;;;;;
TAILLANT A BOUTON ;105 DHD 3,5 MINCON; 4 890,00   ;;;;;
OBTURATEUR SIMPLE;R 54 LG=1000 MM;;;;;;
HUILE;TELUS 68 20LT; 800,00   ;;;;;
CAPTEUR DE PRESSION;S2/20 Ma 2 FILS 8/30 VCC GM 0/60 BARS; 1 500,00   ;;;;;
HUILE ;15W40 SUPER 1300 204LT; 6 685,00   ;;;;;
GRAISSEUR;MP2 18KG; 720,00   ;;;;;
BOUCHON PVC TARAUDE;"1""1/2"; 11,67   ;;;;;
CONFECTION D'UN FALAONGE;S/M; 2 600,00   ;;;;;
CONFECTION D'EMMENCHEMENT;170X480 S/M; 5 000,00   ;;;;;
CONFECTION D'UN ECROU;S/M; 450,00   ;;;;;
CONFECTION D'UNE BROCHE;S/M; 3 000,00   ;;;;;
CONFECTION D'UN BLOC;S/M; 1 800,00   ;;;;;
SERVICE PACK;1000 H 1092058304; 21 266,67   ;;;;;
HUILE;CAN PAROIL S 20L1630016100; 5 000,00   ;;;;;
SEPARATEUR;2191011203; 5 000,00   ;;;;;
HUILE;CAN PAROIL E 20L 1615595400; 1 750,00   ;;;;;
DEPLACEMENT ET MAIN D'ŒUVRE;; 9 500,00   ;;;;;
POMPE HYDRAULIQUE;SEUL CORPS; 5 000,00   ;;;;;
BATTERIE;12V75 AH M10; 916,67   ;;;;;
BATTERIE;12V150 AH M14; 1 541,67   ;;;;;
COSSE DE BATTERIE;DIESEL +/-; 15,00   ;;;;;
COSSE A SERTIR;14MM; 10,00   ;;;;;
CABLE DE DEMARRAGE;35MM2; 58,33   ;;;;;
CONTCAT DE DEMARRAGE;RENFORCEE; 133,33   ;;;;;
PAPIER JOINT;1MM; 83,33   ;;;;;
ANTIGEL;5LT; 58,33   ;;;;;
FILTRE A HUILE;LF 670=P 551670; 384,00   ;;;;;
FILTRE A GSAOIL;FF 5272=FF 3841; 136,00   ;;;;;
REPARATION FLEXIBLE;"1""1/8 LG=0,70 MT"; 207,17   ;;;;;
FILTRE HYDRAULIQUE;HF 6864; 400,00   ;;;;;
FILTRE HYDRAULIQUE;DHD 240 10B; 808,00   ;;;;;
FILTRE HYDRAULIQUE;HF 6900; 1 469,00   ;;;;;
ARRET D'HUILE;140X110X13 EN VITON; 498,00   ;;;;;
FILTRE A AIR;TK 161; 400,00   ;;;;;
POMPE D'ALIMENTATION DE GASOIL;DEUTZ; 300,00   ;;;;;
POT D'ECHAPPEMENT;; 500,00   ;;;;;
TONER;HP 136A; 704,17   ;;;;;
CHEMISE A RABAT;SICLA; 6,67   ;;;;;
COURONNE IMPREGNEE;101T6 A9; 3 980,00   ;;;;;
MANCHON ALESEUR;101T6; 1 675,00   ;;;;;
EXTRACTEUR ;101T6; 315,00   ;;;;;
TUYAU;D 14MM; 32,08   ;;;;;
TUYAU;D 8MM; 25,00   ;;;;;
MANO TEMPERATURE ;24V; 125,00   ;;;;;
